id,region,address,developer,lat,lon,class_desc,plan_ready100perc_date,floors,flats,square,object_problem,wall_material,transport_dist_index,infrastructure_index,parking_count,energy_eff,price_avg,ceiling_height,guest_parking_count
16720,77,"город Москва, район Донской, улица Вавилова, вл. 4",3-Й ТАКСОМОТОРНЫЙ ПАРК,55.7088,37.5903,Другое,2019-01-29,16.0,301.0,31557.93,0,Другое,10.0,9,370.0,Не нормируется,,,
14005,77,"г Москва, район Пресненский, улица Сергея Макеева, вл. 9",7-Й ТАКСОМОТОРНЫЙ ПАРК,55.7615,37.549,Элитный,2017-10-31,21.0,954.0,89351.6,0,Монолит-кирпич,9.0,9,1027.0,B,,,
16983,77,"п Коммунарка, д. 6",А101,55.5653,37.4921,Комфорт,2019-02-12,17.0,115.0,6518.9,0,Монолит-кирпич,3.0,8,0.0,C,97392.0,,
19537,77,"п Коммунарка, д. 1, корпус 1.1",А101,55.5508,37.5103,Комфорт,2019-06-03,16.0,184.0,9974.2,0,Монолит-кирпич,2.0,9,0.0,C,84441.0,,
7507,77,"г Москва, район Крюково, улица Радио",А101,55.965,37.1933,Комфорт,2019-10-09,18.0,126.0,7451.7,0,Монолит-кирпич,1.0,5,0.0,C,79506.0,,
7952,77,"п Коммунарка, д. 2, корпус 2.2",А101,55.5508,37.5092,Комфорт,2019-07-23,16.0,213.0,11173.9,0,Монолит-кирпич,1.0,9,0.0,C,100639.0,,
11249,77,"п Коммунарка, д. 2, корпус 3",А101,55.5503,37.5089,Комфорт,2019-11-14,16.0,75.0,3974.6,0,Монолит-кирпич,2.0,9,0.0,B,105644.0,,
16900,77,"п Коммунарка, д. 1",А101,55.5669,37.4943,Комфорт,2019-02-12,17.0,123.0,6855.7,0,Монолит-кирпич,3.0,8,0.0,C,90939.0,,
16995,77,"п Коммунарка, д. 9, корпус 9.1",А101,55.5667,37.4959,Комфорт,2019-07-16,11.0,60.0,3848.7,0,Монолит-кирпич,3.0,8,0.0,C,81940.0,,
17116,77,"п Коммунарка, д. 12",А101,55.5659,37.4965,Комфорт,2020-01-10,15.0,796.0,46514.6,0,Монолит-кирпич,3.0,8,331.0,C,97644.0,,
16984,77,"п Коммунарка, д. 7",А101,55.5652,37.4932,Комфорт,2020-01-20,17.0,115.0,6489.9,0,Монолит-кирпич,2.0,8,0.0,C,105179.0,,
22010,77,"п Коммунарка, корпус 18",А101,55.5686,37.4896,Комфорт,2020-04-13,16.0,656.0,36570.9,0,Монолит-кирпич,3.0,8,0.0,C,93020.0,,
17047,77,"п Коммунарка, д. 10, корпус 10.1",А101,55.5674,37.4976,Комфорт,2020-01-09,17.0,210.0,11039.5,0,Монолит-кирпич,3.0,7,0.0,C,86397.0,,
20900,77,"п Коммунарка, д. 14",А101,55.5668,37.4991,Комфорт,2020-11-17,15.0,432.0,25390.1,0,Монолит-кирпич,2.0,7,301.0,C,124032.0,,
18495,77,"п Коммунарка, д. 4, корпус 1",А101,55.5557,37.5139,Комфорт,2020-06-29,15.0,322.0,16493.6,0,Монолит-кирпич,1.0,8,0.0,C,111226.0,,
10380,77,"д Николо-Хованское, д. 1",А101,55.5916,37.4458,Комфорт,2020-08-25,17.0,652.0,39275.8,0,Монолит-кирпич,2.0,5,338.0,C,115793.0,,
22085,77,"п Коммунарка, корпус 19",А101,55.5684,37.496,Комфорт,2019-01-09,16.0,373.0,20546.2,0,Монолит-кирпич,3.0,8,0.0,C,86155.0,,
10379,77,"д Николо-Хованское, д. 3",А101,55.5902,37.4458,Комфорт,2021-03-17,16.0,368.0,24283.8,0,Монолит-кирпич,2.0,5,0.0,C,104656.0,"2,99",82.0
20192,77,"п Коммунарка, д. 20, корпус 1,2,3",А101,55.5642,37.4873,Комфорт,2021-08-06,16.0,770.0,46913.8,0,Монолит-кирпич,2.0,8,456.0,C,112621.0,"2,99",67.0
12066,77,"п Коммунарка, д. 18",А101,55.5634,37.4987,Бизнес,2021-05-31,17.0,592.0,35246.8,0,Монолит-кирпич,2.0,7,392.0,C,111367.0,"3,12",76.0
30975,77,"п Коммунарка, д. 16",А101,55.5646,37.5015,Комфорт,2021-09-27,15.0,432.0,25390.1,0,Монолит-кирпич,2.0,7,300.0,C,132714.0,"2,99",0.0
26986,77,"д Бачурино, д. 5",А101,55.5562,37.5089,Бизнес,2021-12-07,17.0,664.0,39778.7,0,Монолит-кирпич,2.0,6,417.0,C,139529.0,"3,14 - 3,29",48.0
20756,77,"д Николо-Хованское, д. 9, корпус 9.1",А101,55.5893,37.4476,Комфорт,2021-08-20,10.0,104.0,6430.8,0,Монолит-кирпич,3.0,5,0.0,C,123189.0,"2,99",39.0
27473,77,"д Бачурино, д. 7",А101,55.5576,37.5102,Бизнес,2022-01-31,17.0,628.0,39283.4,0,Монолит-кирпич,2.0,5,341.0,C,138303.0,"3,14 - 3,29",14.0
27474,77,"д Бачурино, д. 8",А101,55.558,37.5097,Бизнес,2022-01-26,17.0,839.0,48768.3,0,Монолит-кирпич,1.0,5,388.0,C,148267.0,"3,14 - 3,29",15.0
23010,77,"п Коммунарка, д. 19",А101,55.5631,37.5027,Комфорт,2022-01-19,17.0,670.0,38217.9,0,Монолит-кирпич,2.0,7,335.0,C,124713.0,"3,12 - 3,14",22.0
26194,77,"д Бачурино, д. 6",А101,55.5562,37.5082,Бизнес,2022-03-17,17.0,1101.0,64450.8,0,Монолит-кирпич,2.0,6,672.0,C,131311.0,"3,14 - 3,29",50.0
18496,77,"п Коммунарка, д. 4, корпус 2",А101,55.5543,37.5128,Комфорт,2020-06-29,15.0,637.0,34388.3,0,Монолит-кирпич,2.0,8,0.0,C,105474.0,,
22084,77,"п Коммунарка, корпус 20",А101,55.5694,37.4971,Комфорт,2020-08-04,16.0,325.0,16571.8,0,Монолит-кирпич,3.0,7,0.0,C,85567.0,,
10381,77,"д Николо-Хованское, д. 2",А101,55.5915,37.4479,Комфорт,2020-08-25,17.0,730.0,42586.9,0,Монолит-кирпич,3.0,5,352.0,C,112850.0,,
27476,77,"п Коммунарка, д. 17, корпус 4",А101,55.5632,37.5025,Комфорт,2022-06-30,15.0,99.0,5589.5,0,Монолит-кирпич,2.0,7,0.0,C,200581.0,"2,99",12.0
27475,77,"п Коммунарка, д. 17, корпус 1,2",А101,55.5632,37.5032,Комфорт,2022-03-31,15.0,616.0,36771.1,0,Монолит-кирпич,2.0,7,347.0,C,109450.0,"2,99",37.0
7506,77,"г Москва, район Крюково, улица Радио",А101,55.9655,37.193,Комфорт,2019-10-09,18.0,126.0,7474.4,0,Монолит-кирпич,1.0,5,0.0,C,81896.0,,
16902,77,"п Коммунарка, д. 2",А101,55.5667,37.4933,Комфорт,2019-02-12,17.0,123.0,6855.7,0,Монолит-кирпич,2.0,8,0.0,C,95039.0,,
16996,77,"п Коммунарка, д. 9, корпус 9.2",А101,55.567,37.4966,Комфорт,2019-07-16,17.0,210.0,10991.7,0,Монолит-кирпич,3.0,8,0.0,C,92458.0,,
17046,77,"п Коммунарка, д. 10, корпус 10.2",А101,55.5676,37.4985,Комфорт,2020-01-09,13.0,127.0,6498.1,0,Монолит-кирпич,3.0,7,0.0,C,87579.0,,
17115,77,"п Коммунарка, д. 13",А101,55.565,37.4985,Комфорт,2020-05-20,17.0,456.0,24523.0,0,Монолит-кирпич,2.0,7,0.0,C,95961.0,,
20899,77,"п Коммунарка, д. 15, корпус 15,1",А101,55.5654,37.4998,Комфорт,2020-11-17,11.0,240.0,13665.6,0,Монолит-кирпич,2.0,7,0.0,C,124212.0,,
20191,77,"п Коммунарка, д. 20, корпус 4",А101,55.5642,37.4874,Комфорт,2021-08-06,17.0,220.0,13493.0,0,Монолит-кирпич,2.0,8,0.0,C,100187.0,"2,99",67.0
16985,77,"п Коммунарка, д. 8",А101,55.5647,37.4936,Комфорт,2020-01-20,17.0,230.0,12979.9,0,Кирпич,2.0,8,0.0,C,103131.0,,
10378,77,"д Николо-Хованское, д. 4",А101,55.5901,37.4476,Комфорт,2021-03-17,17.0,432.0,26673.5,0,Монолит-кирпич,3.0,5,0.0,C,123375.0,"2,99",82.0
19538,77,"п Коммунарка, д. 1, корпус 1.2",А101,55.5504,37.5109,Комфорт,2019-06-03,13.0,99.0,5585.6,0,Монолит-кирпич,2.0,9,0.0,C,83172.0,,
7951,77,"п Коммунарка, д. 2, корпус 2,1",А101,55.5512,37.5085,Комфорт,2019-07-23,16.0,273.0,14010.1,0,Монолит-кирпич,1.0,9,0.0,C,88897.0,,
20755,77,"д Николо-Хованское, д. 9, корпус 9,2",А101,55.5893,37.4476,Комфорт,2021-08-20,10.0,160.0,9289.8,0,Монолит-кирпич,3.0,5,0.0,C,126729.0,"2,99",39.0
17045,77,"п Коммунарка, д. 11",А101,55.5685,37.4982,Комфорт,2020-03-17,15.0,117.0,6205.6,0,Монолит-кирпич,3.0,7,0.0,C,94754.0,,
20901,77,"п Коммунарка, д. 15, корпус 15,2",А101,55.5659,37.5007,Комфорт,2020-11-17,16.0,248.0,14857.0,0,Монолит-кирпич,2.0,7,0.0,C,112994.0,,
22086,77,"п Коммунарка, корпус 21",А101,55.5696,37.4962,Комфорт,2020-01-09,16.0,126.0,6007.3,0,Монолит-кирпич,3.0,8,0.0,C,89678.0,,
19539,77,"п Коммунарка, д. 1, корпус 1.3",А101,55.5499,37.5097,Комфорт,2019-06-03,16.0,270.0,14688.0,0,Монолит-кирпич,2.0,9,0.0,C,84475.0,,
16901,77,"п Коммунарка, д. 3",А101,55.5665,37.4925,Комфорт,2019-02-12,17.0,123.0,6824.5,0,Монолит-кирпич,2.0,8,0.0,C,93693.0,,
20757,77,"д Николо-Хованское, д. 9, корпус 9,3",А101,55.5892,37.4475,Комфорт,2021-08-20,5.0,39.0,2433.6,0,Монолит-кирпич,3.0,5,0.0,C,124039.0,"2,99",39.0
16903,77,"п Коммунарка, д. 4",А101,55.5661,37.4923,Комфорт,2019-02-12,17.0,123.0,6854.4,0,Монолит-кирпич,3.0,8,0.0,C,103421.0,,
16904,77,"п Коммунарка, д. 5",А101,55.5658,37.4922,Комфорт,2019-02-12,17.0,115.0,6489.9,0,Монолит-кирпич,3.0,8,0.0,C,96036.0,,
16808,77,"д Николо-Хованское, д. 4",А101 ДЕВЕЛОПМЕНТ,55.5919,37.4574,Комфорт,2018-09-27,16.0,480.0,25329.0,0,Монолит-кирпич,2.0,5,0.0,C,,,
16655,77,"д Николо-Хованское, д. 5",А101 ДЕВЕЛОПМЕНТ,55.5938,37.4583,Комфорт,2018-12-07,16.0,539.0,25831.9,0,Монолит-кирпич,2.0,5,0.0,C,,,
16802,77,"д Николо-Хованское, д. 14",А101 ДЕВЕЛОПМЕНТ,55.5919,37.4595,Бизнес,2019-06-03,16.0,339.0,17768.8,0,Монолит-кирпич,2.0,5,148.0,C,94321.0,,
16670,77,"д Николо-Хованское, д. 10",А101 ДЕВЕЛОПМЕНТ,55.5923,37.4613,Комфорт,2019-01-09,15.0,347.0,17849.6,0,Монолит-кирпич,2.0,5,0.0,C,90470.0,,
16640,77,"д Николо-Хованское, д. 7, корпус 7.1",А101 ДЕВЕЛОПМЕНТ,55.5946,37.4599,Комфорт,2019-07-26,16.0,294.0,16135.4,0,Монолит-кирпич,2.0,5,0.0,C,88601.0,,
7962,77,д Николо-Хованское,А101 ДЕВЕЛОПМЕНТ,55.5926,37.4624,Комфорт,2019-11-14,8.0,54.0,3315.8,0,Монолит-кирпич,2.0,5,0.0,C,92475.0,,
7959,77,"д Николо-Хованское, д. 9, корпус 9.1",А101 ДЕВЕЛОПМЕНТ,55.5939,37.4623,Комфорт,2019-11-14,12.0,170.0,10530.0,0,Монолит-кирпич,2.0,5,0.0,C,96811.0,,
16656,77,"д Николо-Хованское, д. 6",А101 ДЕВЕЛОПМЕНТ,55.593,37.4589,Комфорт,2018-12-07,13.0,326.0,17266.4,0,Монолит-кирпич,2.0,5,0.0,C,,,
7963,77,д Николо-Хованское,А101 ДЕВЕЛОПМЕНТ,55.5926,37.4623,Комфорт,2019-11-14,10.0,112.0,6255.4,0,Монолит-кирпич,2.0,5,0.0,C,95909.0,,
16641,77,"г Николо-Хованское, д. 7, корпус 7.2",А101 ДЕВЕЛОПМЕНТ,55.5942,37.4607,Комфорт,2019-07-26,16.0,126.0,6985.2,0,Монолит-кирпич,2.0,5,0.0,C,87353.0,,
7960,77,"д Николо-Хованское, д. 9, корпус 9,3",А101 ДЕВЕЛОПМЕНТ,55.5946,37.4613,Комфорт,2019-11-14,8.0,60.0,3445.5,0,Монолит-кирпич,2.0,5,0.0,C,80547.0,,
16642,77,"г Николо-Хованское, д. 7, корпус 7.3",А101 ДЕВЕЛОПМЕНТ,55.594,37.4597,Комфорт,2019-07-26,12.0,90.0,4950.0,0,Монолит-кирпич,3.0,5,0.0,C,98570.0,,
7961,77,"д Николо-Хованское, д. 9, корпус 9,2",А101 ДЕВЕЛОПМЕНТ,55.5942,37.4615,Комфорт,2019-11-14,10.0,96.0,4991.6,0,Монолит-кирпич,2.0,5,0.0,C,95472.0,,
16643,77,"г Николо-Хованское, д. 8, корпус 8.1",А101 ДЕВЕЛОПМЕНТ,55.5936,37.4605,Комфорт,2019-07-26,13.0,189.0,10317.8,0,Монолит-кирпич,3.0,5,0.0,C,85178.0,,
16644,77,"г Николо-Хованское, д. 8, корпус 8.3",А101 ДЕВЕЛОПМЕНТ,55.5931,37.4603,Комфорт,2019-07-26,12.0,78.0,4845.8,0,Монолит-кирпич,3.0,5,0.0,C,82211.0,,
16646,77,"г Николо-Хованское, д. 8, корпус 8.2",А101 ДЕВЕЛОПМЕНТ,55.5932,37.4612,Комфорт,2019-07-26,16.0,124.0,6819.0,0,Монолит-кирпич,2.0,5,0.0,C,98620.0,,
16645,77,д Николо-Хованское,А101 ДЕВЕЛОПМЕНТ,55.593,37.4609,Комфорт,2019-07-26,4.0,0.0,0.0,0,Монолит-кирпич,3.0,5,0.0,C,,,
12803,77,"г Москва, улица Абрамцевская, вл. 10",АБРАМЦЕВСКАЯ 10,55.8955,37.5748,Комфорт,2019-10-04,14.0,101.0,5734.3,0,Другое,3.0,9,73.0,A,204459.0,,
8333,77,"г Москва, район Некрасовка, корпус 3",АВЕСТА-СТРОЙ,55.6999,37.9329,Типовой,2018-06-29,19.0,320.0,17385.7,0,Панель,3.0,1,0.0,A+,,,
8351,77,"город Москва, корпус 6",АВЕСТА-СТРОЙ,55.6985,37.9374,Типовой,2018-09-18,,128.0,6591.0,0,Другое,3.0,8,0.0,A+,,,
25642,77,"п Некрасовка, корпус 16",АВЕСТА-СТРОЙ,55.7002,37.9396,Типовой,2017-12-08,27.0,480.0,29626.7,0,Панель,,7,0.0,B,,,
8344,77,"город Москва, корпус 5",АВЕСТА-СТРОЙ,55.6986,37.9364,Типовой,2018-09-12,19.0,160.0,7320.8,0,Панель,3.0,8,0.0,B,,,
8407,77,"город Москва, корпус 11",АВЕСТА-СТРОЙ,55.7025,37.9447,Типовой,2018-12-22,19.0,192.0,11150.7,0,Панель,3.0,7,0.0,A+,94123.0,,
6214,77,"Город Москва, район Некрасовка, Улица, корпус 2",АВЕСТА-СТРОЙ,55.6986,37.9321,Типовой,2018-12-03,19.0,192.0,9676.4,0,Панель,3.0,8,0.0,B,,,
8331,77,"г Москва, район Некрасовка, корпус 2а",АВЕСТА-СТРОЙ,55.6987,37.9337,Типовой,2018-12-12,19.0,256.0,13215.64,0,Панель,3.0,1,0.0,B,,,
8337,77,"город Москва, корпус 4а",АВЕСТА-СТРОЙ,55.6987,37.9355,Типовой,2018-12-12,27.0,192.0,11810.4,0,Панель,3.0,1,0.0,B,,,
8400,77,город Москва,АВЕСТА-СТРОЙ,55.7016,37.9465,Типовой,2018-12-22,19.0,320.0,18772.2,0,Панель,3.0,7,0.0,A+,,,
8405,77,"город Москва, корпус 10",АВЕСТА-СТРОЙ,55.7015,37.9444,Типовой,2018-12-22,19.0,192.0,9919.0,0,Панель,3.0,7,0.0,A+,,,
6020,77,"г Москва, район Некрасовка, корпус 1",АВЕСТА-СТРОЙ,55.6988,37.9308,Типовой,2018-12-03,27.0,288.0,17486.4,0,Панель,4.0,8,0.0,B,,,
8334,77,"город Москва, корпус 4",АВЕСТА-СТРОЙ,55.6991,37.9348,Типовой,2018-12-06,19.0,192.0,9911.0,0,Панель,3.0,1,0.0,A+,,,
8361,77,"г Москва, корпус 3",АВЕСТА-СТРОЙ,55.704,37.9468,Типовой,2019-06-26,19.0,256.0,11549.6,0,Панель,3.0,7,0.0,B,95069.0,,
8394,77,"г Москва, корпус 4г",АВЕСТА-СТРОЙ,55.7029,37.9466,Типовой,2019-06-26,19.0,288.0,16265.4,0,Панель,3.0,7,0.0,B,92219.0,,
8393,77,"г Москва, корпус 4в",АВЕСТА-СТРОЙ,55.7033,37.9478,Типовой,2019-06-26,19.0,320.0,14471.3,0,Панель,3.0,7,0.0,B,98484.0,,
8389,77,"г Москва, корпус 4аб",АВЕСТА-СТРОЙ,55.7041,37.9479,Типовой,2019-06-26,19.0,192.0,8696.0,0,Панель,2.0,7,0.0,B,93472.0,,
7570,77,г Москва,АВЕСТА-СТРОЙ,55.7037,37.9497,Типовой,2020-01-09,19.0,128.0,7719.3,0,Панель,2.0,7,0.0,A+,93555.0,,
7858,77,г Москва,АВЕСТА-СТРОЙ,55.7017,37.9489,Типовой,2020-01-09,19.0,320.0,17445.1,0,Панель,2.0,7,0.0,A,95843.0,,
7621,77,г Москва,АВЕСТА-СТРОЙ,55.7034,37.9506,Типовой,2020-01-09,19.0,256.0,14397.0,0,Панель,3.0,7,0.0,A+,94044.0,,
7760,77,г Москва,АВЕСТА-СТРОЙ,55.7024,37.9499,Типовой,2019-11-18,27.0,288.0,17486.6,0,Панель,2.0,7,0.0,A+,93891.0,,
20142,77,г Москва,АВЕСТА-СТРОЙ,55.7031,37.9489,Типовой,2019-11-18,19.0,320.0,14492.0,0,Блоки,2.0,7,0.0,A+,101530.0,"2,67",44.0
20621,77,г Москва,АВЕСТА-СТРОЙ,55.7018,37.943,Типовой,2019-11-20,19.0,288.0,16219.2,0,Блоки,3.0,7,0.0,A+,98426.0,"2,67",51.0
19020,77,г Москва,АВЕСТА-СТРОЙ,55.7034,37.9452,Типовой,2020-10-27,19.0,288.0,16255.1,0,Блоки,3.0,7,0.0,A+,9861.0,"2,68",31.0
20254,77,г Москва,АВЕСТА-СТРОЙ,55.7042,37.9448,Типовой,2020-12-03,19.0,256.0,15500.6,0,Блоки,3.0,7,0.0,A+,97964.0,"2,68",21.0
20143,77,г Москва,АВЕСТА-СТРОЙ,55.7042,37.9459,Типовой,2020-10-27,19.0,128.0,5783.0,0,Блоки,2.0,7,0.0,A+,106678.0,"2,68",28.0
25334,77,г Москва,АВЕСТА-СТРОЙ,55.7032,37.944,Типовой,2020-11-26,19.0,224.0,11701.1,0,Блоки,3.0,7,0.0,A+,101833.0,"2,67",52.0
29160,77,г Москва,АВЕСТА-СТРОЙ,55.7047,37.9454,Типовой,2021-03-25,19.0,288.0,16510.5,0,Блоки,3.0,7,0.0,A+,108441.0,"2,68",46.0
19793,77,"г Москва, улица Смольная, вл. 44",АВТОЕВРОСЕРВИС-М,55.87,37.4743,Другое,2018-10-17,18.0,0.0,0.0,0,Монолит-кирпич,4.0,9,0.0,B,,,
7250,77,"г Москва, вл. 13",АВТОЗАВОДСКИЙ 13,55.7078,37.6558,Бизнес,2019-12-27,18.0,0.0,0.0,0,Монолит-кирпич,9.0,8,80.0,A,195325.0,,
26503,77,"г Москва, район Даниловский, строение 120, 120Б, вл. 23",АВТОТЕХ,55.7017,37.6428,Типовой,2021-09-30,15.0,216.0,9615.5,0,Монолит-кирпич,8.0,8,2724.0,B,,,
31195,77,г Москва,АГРОСТРОЙ,55.544,37.1452,Типовой,2018-12-18,,1.0,785.4,0,Другое,1.0,3,0.0,Не нормируется,,,
31135,77,г Москва,АГРОСТРОЙ,55.5392,37.1447,Типовой,2018-12-18,,12.0,917.4,0,Другое,1.0,3,0.0,Не нормируется,,,
31147,77,г Москва,АГРОСТРОЙ,55.5443,37.1453,Типовой,2018-12-18,,18.0,877.6,0,Другое,1.0,3,0.0,Не нормируется,,,
31127,77,г Москва,АГРОСТРОЙ,55.5367,37.1562,Типовой,2018-12-18,,1.0,917.0,0,Другое,1.0,3,0.0,Не нормируется,,,
31187,77,г Москва,АГРОСТРОЙ,55.5447,37.1452,Типовой,2018-12-18,,12.0,924.3,0,Другое,1.0,3,0.0,Не нормируется,,,
31114,77,г Москва,АГРОСТРОЙ,55.5365,37.1448,Типовой,2018-12-21,,175.0,10993.88,0,Другое,1.0,3,0.0,Не нормируется,,,
31063,77,г Москва,АГРОСТРОЙ,55.537,37.1448,Типовой,2018-07-31,,272.0,17235.56,0,Другое,1.0,3,0.0,Не нормируется,,,
31191,77,г Москва,АГРОСТРОЙ,55.5443,37.1452,Типовой,2018-12-18,,18.0,882.6,0,Другое,1.0,3,0.0,Не нормируется,,,
31131,77,г Москва,АГРОСТРОЙ,55.5354,37.145,Типовой,2018-12-18,,12.0,921.3,0,Другое,1.0,3,0.0,Не нормируется,,,
31138,77,г Москва,АГРОСТРОЙ,55.5407,37.1446,Типовой,2018-12-18,,18.0,870.7,0,Другое,1.0,3,0.0,Не нормируется,,,
31118,77,г Москва,АГРОСТРОЙ,55.5423,37.1538,Типовой,2020-06-19,,0.0,0.0,0,Другое,1.0,3,900.0,Не нормируется,,,
31141,77,г Москва,АГРОСТРОЙ,55.5421,37.1445,Типовой,2018-12-18,,12.0,923.7,0,Другое,1.0,3,0.0,Не нормируется,,,
31201,77,г Москва,АГРОСТРОЙ,55.543,37.1436,Типовой,2018-12-18,,1.0,700.28,0,Другое,1.0,3,0.0,Не нормируется,,,
31198,77,г Москва,АГРОСТРОЙ,55.5444,37.1455,Типовой,2018-12-18,,1.0,673.2,0,Другое,1.0,3,0.0,Не нормируется,,,
31134,77,г Москва,АГРОСТРОЙ,55.5387,37.1445,Типовой,2018-12-18,,18.0,873.9,0,Другое,1.0,3,0.0,Не нормируется,,,
31194,77,г Москва,АГРОСТРОЙ,55.544,37.1452,Типовой,2018-12-18,,1.0,785.4,0,Другое,1.0,3,0.0,Не нормируется,,,
31165,77,г Москва,АГРОСТРОЙ,55.5469,37.1514,Типовой,2018-12-18,,9.0,1006.2,0,Другое,1.0,3,0.0,Не нормируется,,,
31064,77,г Москва,АГРОСТРОЙ,55.5368,37.1448,Типовой,2018-07-31,,306.0,19260.2,0,Другое,1.0,3,0.0,Не нормируется,,,
31115,77,г Москва,АГРОСТРОЙ,55.5362,37.1448,Типовой,2018-12-21,,105.0,6869.43,0,Другое,1.0,3,0.0,Не нормируется,,,
31128,77,г Москва,АГРОСТРОЙ,55.5358,37.1449,Типовой,2018-12-18,,12.0,918.2,0,Другое,1.0,3,0.0,Не нормируется,,,
31188,77,г Москва,АГРОСТРОЙ,55.5446,37.1452,Типовой,2018-12-18,,12.0,925.5,0,Другое,1.0,3,0.0,Не нормируется,,,
31151,77,г Москва,АГРОСТРОЙ,55.5451,37.1468,Типовой,2018-12-18,,12.0,924.3,0,Другое,1.0,3,0.0,Не нормируется,,,
31065,77,г Москва,АГРОСТРОЙ,55.5366,37.1448,Типовой,2018-07-31,,190.0,11169.67,0,Другое,1.0,3,0.0,Не нормируется,,,
31129,77,г Москва,АГРОСТРОЙ,55.5357,37.1449,Типовой,2018-12-18,,12.0,918.2,0,Другое,1.0,3,0.0,Не нормируется,,,
31189,77,г Москва,АГРОСТРОЙ,55.543,37.146,Типовой,2018-12-18,,12.0,925.8,0,Другое,1.0,3,0.0,Не нормируется,,,
31116,77,г Москва,АГРОСТРОЙ,55.5361,37.1449,Типовой,2018-12-21,,285.0,17604.34,0,Другое,1.0,3,0.0,Не нормируется,,,
31190,77,г Москва,АГРОСТРОЙ,55.5444,37.1452,Типовой,2018-12-18,,18.0,878.1,0,Другое,1.0,3,0.0,Не нормируется,,,
31117,77,г Москва,АГРОСТРОЙ,55.536,37.1448,Типовой,2018-12-21,,341.0,21309.28,0,Другое,1.0,3,0.0,Не нормируется,,,
31130,77,г Москва,АГРОСТРОЙ,55.5355,37.145,Типовой,2018-12-18,,12.0,918.7,0,Другое,1.0,3,0.0,Не нормируется,,,
31192,77,г Москва,АГРОСТРОЙ,55.5442,37.1452,Типовой,2018-12-18,,1.0,400.16,0,Другое,1.0,3,0.0,Не нормируется,,,
31132,77,г Москва,АГРОСТРОЙ,55.5352,37.1451,Типовой,2018-12-18,,12.0,920.5,0,Другое,1.0,3,0.0,Не нормируется,,,
31133,77,г Москва,АГРОСТРОЙ,55.5383,37.1447,Типовой,2018-12-18,,18.0,876.3,0,Другое,1.0,3,0.0,Не нормируется,,,
31139,77,г Москва,АГРОСТРОЙ,55.5412,37.1446,Типовой,2018-12-18,,18.0,878.5,0,Другое,1.0,3,0.0,Не нормируется,,,
31193,77,г Москва,АГРОСТРОЙ,55.5441,37.1452,Типовой,2018-12-18,,1.0,785.4,0,Другое,1.0,3,0.0,Не нормируется,,,
31199,77,г Москва,АГРОСТРОЙ,55.5444,37.1456,Типовой,2018-12-18,,1.0,600.24,0,Другое,1.0,3,0.0,Не нормируется,,,
31142,77,г Москва,АГРОСТРОЙ,55.5426,37.1445,Типовой,2018-12-18,,18.0,879.3,0,Другое,1.0,3,0.0,Не нормируется,,,
31203,77,г Москва,АГРОСТРОЙ,55.5423,37.1432,Типовой,2018-12-18,,1.0,700.28,0,Другое,1.0,3,0.0,Не нормируется,,,
31144,77,г Москва,АГРОСТРОЙ,55.5435,37.1441,Типовой,2018-12-18,,12.0,924.3,0,Другое,1.0,3,0.0,Не нормируется,,,
31136,77,г Москва,АГРОСТРОЙ,55.5397,37.1447,Типовой,2018-12-18,,12.0,916.7,0,Другое,1.0,3,0.0,Не нормируется,,,
31196,77,г Москва,АГРОСТРОЙ,55.5444,37.1453,Типовой,2018-12-18,,1.0,785.4,0,Другое,1.0,3,0.0,Не нормируется,,,
31146,77,г Москва,АГРОСТРОЙ,55.5439,37.1449,Типовой,2018-12-18,,18.0,877.4,0,Другое,1.0,3,0.0,Не нормируется,,,
31153,77,г Москва,АГРОСТРОЙ,55.5454,37.1474,Типовой,2018-12-18,,12.0,922.3,0,Другое,1.0,3,0.0,Не нормируется,,,
31149,77,г Москва,АГРОСТРОЙ,55.5447,37.1461,Типовой,2018-12-18,,12.0,922.6,0,Другое,1.0,3,0.0,Не нормируется,,,
31156,77,г Москва,АГРОСТРОЙ,55.5457,37.1486,Типовой,2018-12-18,,18.0,921.3,0,Другое,1.0,3,0.0,Не нормируется,,,
31157,77,г Москва,АГРОСТРОЙ,55.5461,37.1488,Типовой,2018-12-18,,18.0,876.2,0,Другое,1.0,3,0.0,Не нормируется,,,
31152,77,г Москва,АГРОСТРОЙ,55.545,37.1472,Типовой,2018-12-18,,12.0,921.6,0,Другое,1.0,3,0.0,Не нормируется,,,
31167,77,г Москва,АГРОСТРОЙ,55.5446,37.1452,Типовой,2018-12-18,,0.0,0.0,0,Другое,1.0,3,0.0,Не нормируется,,,
31202,77,г Москва,АГРОСТРОЙ,55.5444,37.1459,Типовой,2018-12-18,,1.0,500.2,0,Другое,1.0,3,0.0,Не нормируется,,,
31143,77,г Москва,АГРОСТРОЙ,55.5431,37.1443,Типовой,2018-12-18,,18.0,877.4,0,Другое,1.0,3,0.0,Не нормируется,,,
31204,77,г Москва,АГРОСТРОЙ,55.5431,37.1434,Типовой,2018-12-18,,1.0,500.2,0,Другое,1.0,3,0.0,Не нормируется,,,
31205,77,г Москва,АГРОСТРОЙ,55.5443,37.1452,Типовой,2018-12-18,,0.0,0.0,0,Другое,1.0,3,0.0,Не нормируется,,,
